;sp260223_002 ch: 1907283U1;;sp260223_002 ch: 7513481SP;
Wavelength [nm];Intensity;Wavelength [nm];intensity;
366,8517;133,16961;350,9147;62,955449;
367,1406;138,35097;351,2019;69,267722;
367,4295;134,85913;351,4891;68,805786;
367,7184;132,58397;351,7763;68,401902;
368,0073;138,65047;352,0635;66,711315;
368,2962;141,60623;352,3507;69,909956;
368,5851;136,63266;352,6379;62,612543;
368,8740;138,62035;352,9251;68,490067;
369,1628;135,27422;353,2122;66,989835;
369,4517;134,49794;353,4994;65,134535;
369,7406;140,49757;353,7866;62,645874;
370,0295;146,07006;354,0738;64,408198;
370,3184;150,49478;354,3610;66,015042;
370,6073;151,22596;354,6482;71,152317;
370,8962;145,98941;354,9354;74,80061;
371,1851;147,35453;355,2226;71,567002;
371,4740;142,80207;355,5098;70,701805;
371,7629;163,21217;355,7970;65,963428;
372,0518;155,2834;356,0842;65,560027;
372,3407;158,04851;356,3713;67,22077;
372,6296;158,85785;356,6585;70,782706;
372,9185;165,14227;356,9457;67,165861;
373,2074;166,08773;357,2329;65,873645;
373,4963;171,12013;357,5201;68,678936;
373,7851;172,66562;357,8073;67,668707;
374,0740;180,20159;358,0945;75,471296;
374,3629;186,72532;358,3817;73,468965;
374,6518;183,36883;358,6689;69,956858;
374,9407;185,69117;358,9561;72,497398;
375,2296;191,10012;359,2433;74,30863;
375,5185;200,656;359,5305;75,94967;
375,8074;206,9303;359,8176;71,106883;
376,0963;208,93477;360,1048;73,010249;
376,3852;218,88024;360,3920;70,821615;
376,6741;220,75205;360,6792;73,511525;
376,9630;222,54802;360,9664;75,557106;
377,2519;230,84173;361,2536;80,337441;
377,5408;233,08792;361,5408;80,553625;
377,8297;241,72276;361,8280;80,458359;
378,1186;255,15935;362,1152;78,912725;
378,4074;267,8468;362,4024;83,681477;
378,6963;267,99617;362,6896;78,587695;
378,9852;280,46572;362,9767;76,972936;
379,2741;277,01519;363,2639;78,349877;
379,5630;284,50779;363,5511;80,075308;
379,8519;298,75165;363,8383;83,031894;
380,1408;316,21777;364,1255;86,57079;
380,4297;316,58782;364,4127;88,021552;
380,7186;332,48225;364,6999;85,893012;
381,0075;351,56376;364,9871;88,203093;
381,2964;357,11927;365,2743;91,690895;
381,5853;359,86769;365,5615;99,098215;
381,8742;374,26116;365,8487;96,470032;
382,1631;384,38972;366,1359;101,01341;
382,4520;399,63981;366,4230;100,77623;
382,7409;405,51805;366,7102;109,4308;
383,0297;424,16751;366,9974;111,17042;
383,3186;432,57086;367,2846;108,83166;
383,6075;450,67323;367,5718;114,06297;
383,8964;466,3578;367,8590;106,01059;
384,1853;493,5875;368,1462;117,94817;
384,4742;500,80414;368,4334;117,27926;
384,7631;515,66228;368,7206;127,08795;
385,0520;531,90828;369,0078;133,342;
385,3409;536,57853;369,2950;131,67135;
385,6298;554,36678;369,5821;139,63082;
385,9187;566,64224;369,8693;142,01234;
386,2076;570,07751;370,1565;153,21985;
386,4965;587,45861;370,4437;152,57109;
386,7854;605,62117;370,7309;158,96277;
387,0743;612,27299;371,0181;160,46614;
387,3632;621,84355;371,3053;173,76249;
387,6520;638,55654;371,5925;176,8285;
387,9409;653,85032;371,8797;182,23789;
388,2298;665,36156;372,1669;187,65193;
388,5187;680,54652;372,4541;194,32253;
388,8076;698,10829;372,7412;200,94025;
389,0965;711,89018;373,0284;210,21338;
389,3854;734,32708;373,3156;221,38174;
389,6743;737,50982;373,6028;226,5719;
389,9632;761,66998;373,8900;235,99618;
390,2521;770,23173;374,1772;245,72641;
390,5410;793,28259;374,4644;249,87433;
390,8299;815,49483;374,7516;266,04757;
391,1188;838,51126;375,0388;276,95961;
391,4077;847,77689;375,3260;290,52054;
391,6966;874,03991;375,6132;298,89428;
391,9855;887,86208;375,9004;312,57264;
392,2743;904,67147;376,1875;323,83951;
392,5632;912,54459;376,4747;331,2638;
392,8521;938,36466;376,7619;347,9087;
393,1410;955,72788;377,0491;363,37523;
393,4299;983,93505;377,3363;378,62238;
393,7188;1010,3056;377,6235;392,94154;
394,0077;1032,0208;377,9107;399,56787;
394,2966;1044,8376;378,1979;412,95939;
394,5855;1063,356;378,4851;431,5671;
394,8744;1081,0735;378,7723;447,70886;
395,1633;1101,8573;379,0595;469,6895;
395,4522;1128,1962;379,3466;475,13252;
395,7411;1155,9513;379,6338;498,86202;
396,0300;1181,7352;379,9210;513,93815;
396,3189;1209,7605;380,2082;532,91209;
396,6078;1232,8602;380,4954;549,70437;
396,8966;1255,158;380,7826;563,9867;
397,1855;1280,9367;381,0698;579,73358;
397,4744;1309,7079;381,3570;601,63916;
397,7633;1332,9077;381,6442;623,35051;
398,0522;1349,0477;381,9314;640,94445;
398,3411;1372,4241;382,2186;653,42281;
398,6300;1394,2587;382,5058;672,34167;
398,9189;1408,4325;382,7929;696,41312;
399,2078;1413,6011;383,0801;711,40142;
399,4967;1437,1112;383,3673;725,46704;
399,7856;1445,2174;383,6545;746,2347;
400,0745;1462,7827;383,9417;766,97445;
400,3634;1482,5994;384,2289;788,52972;
400,6523;1480,3869;384,5161;807,67819;
400,9412;1477,7755;384,8033;827,28328;
401,2301;1491,2857;385,0905;849,32334;
401,5189;1501,1418;385,3777;873,0964;
401,8078;1529,2239;385,6649;897,24253;
402,0967;1536,5785;385,9520;922,74105;
402,3856;1569,9787;386,2392;935,14993;
402,6745;1571,9184;386,5264;953,32043;
402,9634;1583,6118;386,8136;979,12743;
403,2523;1604,7921;387,1008;1004,759;
403,5412;1616,292;387,3880;1022,4592;
403,8301;1633,7297;387,6752;1052,3458;
404,1190;1658,0814;387,9624;1074,8994;
404,4079;1673,0046;388,2496;1099,7796;
404,6968;1682,0602;388,5368;1114,5335;
404,9857;1684,8163;388,8240;1140,2187;
405,2746;1707,9278;389,1111;1151,9983;
405,5635;1708,2251;389,3983;1191,5254;
405,8524;1729,4753;389,6855;1213,9023;
406,1412;1725,4466;389,9727;1239,268;
406,4301;1738,2897;390,2599;1259,1282;
406,7190;1759,8622;390,5471;1282,1609;
407,0079;1764,4704;390,8343;1307,2714;
407,2968;1783,5517;391,1215;1325,356;
407,5857;1809,2075;391,4087;1353,7272;
407,8746;1818,5872;391,6959;1382,589;
408,1635;1827,7548;391,9831;1403,7417;
408,4524;1843,5578;392,2703;1435,6563;
408,7413;1857,7894;392,5574;1468,1825;
409,0302;1865,8594;392,8446;1487,3419;
409,3191;1871,7172;393,1318;1506,9475;
409,6080;1890,5721;393,4190;1536,313;
409,8969;1903,7366;393,7062;1568,0315;
410,1858;1911,4595;393,9934;1594,9423;
410,4747;1928,5411;394,2806;1616,3593;
410,7635;1943,4889;394,5678;1634,5488;
411,0524;1950,9677;394,8550;1670,1508;
411,3413;1958,2436;395,1422;1693,0976;
411,6302;1974,1692;395,4294;1712,6067;
411,9191;1980,4063;395,7165;1741,0113;
412,2080;1989,7555;396,0037;1780,9114;
412,4969;2008,4079;396,2909;1808,3467;
412,7858;1995,7829;396,5781;1824,6808;
413,0747;2029,5455;396,8653;1858,6079;
413,3636;2026,9457;397,1525;1891,9561;
413,6525;2061,9548;397,4397;1915,3329;
413,9414;2057,2677;397,7269;1945,1305;
414,2303;2067,5082;398,0141;1972,1429;
414,5192;2089,2874;398,3013;1995,7657;
414,8081;2075,205;398,5885;2019,2913;
415,0970;2083,9403;398,8757;2057,3639;
415,3858;2107,1543;399,1628;2085,8183;
415,6747;2098,7287;399,4500;2120,9422;
415,9636;2120,4889;399,7372;2152,8135;
416,2525;2131,6022;400,0244;2177,1878;
416,5414;2135,2004;400,3116;2205,5451;
416,8303;2139,7539;400,5988;2238,9249;
417,1192;2147,1741;400,8860;2274,0363;
417,4081;2152,5103;401,1732;2302,7854;
417,6970;2150,6531;401,4604;2338,2216;
417,9859;2155,4417;401,7476;2374,2984;
418,2748;2144,5973;402,0348;2398,7478;
418,5637;2133,9037;402,3219;2432,8848;
418,8526;2154,5121;402,6091;2470,0448;
419,1415;2152,8292;402,8963;2499,6644;
419,4304;2130,9948;403,1835;2544,9076;
419,7193;2137,5118;403,4707;2590,4689;
420,0081;2149,8954;403,7579;2615,2917;
420,2970;2167,1911;404,0451;2642,3205;
420,5859;2185,0104;404,3323;2682,1625;
420,8748;2201,071;404,6195;2730,4782;
421,1637;2211,0879;404,9067;2764,6627;
421,4526;2230,0542;405,1939;2800,7583;
421,7415;2235,23;405,4811;2844,2315;
422,0304;2252,0173;405,7682;2881,1509;
422,3193;2266,6009;406,0554;2923,4632;
422,6082;2271,1446;406,3426;2975,3679;
422,8971;2260,2846;406,6298;2998,1537;
423,1860;2269,6198;406,9170;3051,0168;
423,4749;2283,1171;407,2042;3059,5859;
423,7638;2283,0403;407,4914;3133,269;
424,0527;2282,3648;407,7786;3172,0311;
424,3416;2289,8887;408,0658;3227,4058;
424,6304;2293,0706;408,3530;3241,8804;
424,9193;2301,2317;408,6402;3304,2475;
425,2082;2324,6135;408,9273;3321,4031;
425,4971;2315,7491;409,2145;3387,9564;
425,7860;2321,7597;409,5017;3440,598;
426,0749;2329,2005;409,7889;3481,8687;
426,3638;2338,2224;410,0761;3528,0211;
426,6527;2335,6821;410,3633;3560,2267;
426,9416;2330,9762;410,6505;3626,8067;
427,2305;2336,8156;410,9377;3676,0557;
427,5194;2351,7486;411,2249;3710,532;
427,8083;2355,7279;411,5121;3758,2027;
428,0972;2345,6413;411,7993;3811,6782;
428,3861;2359,2192;412,0864;3869,6798;
428,6750;2376,4208;412,3736;3905,9308;
428,9639;2382,1566;412,6608;3933,1138;
429,2527;2384,0473;412,9480;3980,4341;
429,5416;2385,3254;413,2352;4043,4954;
429,8305;2393,1059;413,5224;4096,7913;
430,1194;2399,5162;413,8096;4144,8387;
430,4083;2403,1571;414,0968;4198,9198;
430,6972;2427,6386;414,3840;4253,8641;
430,9861;2439,0784;414,6712;4303,7764;
431,2750;2430,4816;414,9584;4333,966;
431,5639;2443,6346;415,2456;4374,9539;
431,8528;2446,9538;415,5327;4431,0919;
432,1417;2460,0527;415,8199;4480,4729;
432,4306;2457,9772;416,1071;4518,7089;
432,7195;2469,6785;416,3943;4568,184;
433,0084;2480,1402;416,6815;4586,4741;
433,2973;2488,8048;416,9687;4664,5579;
433,5862;2504,8403;417,2559;4695,7973;
433,8750;2503,5768;417,5431;4749,0935;
434,1639;2521,1917;417,8303;4791,8553;
434,4528;2532,6422;418,1175;4825,8115;
434,7417;2551,17;418,4047;4872,5855;
435,0306;2565,7401;418,6918;4900,4012;
435,3195;2551,9526;418,9790;4943,324;
435,6084;2563,4459;419,2662;4990,122;
435,8973;2530,8209;419,5534;5040,0587;
436,1862;2539,7408;419,8406;5083,6058;
436,4751;2526,6993;420,1278;5110,4957;
436,7640;2511,0974;420,4150;5148,071;
437,0529;2518,3883;420,7022;5198,0427;
437,3418;2546,8401;420,9894;5239,7256;
437,6307;2553,9571;421,2766;5273,4871;
437,9196;2570,2819;421,5638;5320,9143;
438,2085;2601,2411;421,8510;5354,6369;
438,4974;2617,8822;422,1381;5398,7495;
438,7862;2631,0264;422,4253;5434,4934;
439,0751;2661,3923;422,7125;5490,0049;
439,3640;2675,2574;422,9997;5528,2548;
439,6529;2706,557;423,2869;5559,432;
439,9418;2730,6393;423,5741;5593,5353;
440,2307;2734,8071;423,8613;5628,7126;
440,5196;2745,5432;424,1485;5657,6599;
440,8085;2761,1295;424,4357;5687,9685;
441,0974;2772,7048;424,7229;5739,6888;
441,3863;2789,9021;425,0101;5779,5242;
441,6752;2805,5491;425,2972;5795,5412;
441,9641;2813,4358;425,5844;5824,2608;
442,2530;2824,5506;425,8716;5867,9081;
442,5419;2845,4411;426,1588;5918,7873;
442,8308;2855,9217;426,4460;5950,5794;
443,1197;2858,7451;426,7332;5974,4769;
443,4085;2879,7789;427,0204;5996,9219;
443,6974;2894,8748;427,3076;6015,1292;
443,9863;2899,3507;427,5948;6064,0036;
444,2752;2899,7401;427,8820;6079,657;
444,5641;2919,5502;428,1692;6131,1642;
444,8530;2935,4631;428,4563;6166,4529;
445,1419;2954,7216;428,7435;6131,572;
445,4308;2974,0142;429,0307;6143,7685;
445,7197;2996,9787;429,3179;6216,3076;
446,0086;3015,1214;429,6051;6248,9676;
446,2975;3054,2437;429,8923;6227,2926;
446,5864;3081,7897;430,1795;6305,3564;
446,8753;3087,1303;430,4667;6320,634;
447,1642;3122,8166;430,7539;6309,5001;
447,4531;3142,1541;431,0411;6330,1695;
447,7420;3161,6938;431,3283;6359,5257;
448,0308;3167,4747;431,6155;6392,671;
448,3197;3197,7018;431,9026;6412,1572;
448,6086;3244,9614;432,1898;6441,4229;
448,8975;3244,1545;432,4770;6431,4156;
449,1864;3255,3422;432,7642;6433,0663;
449,4753;3287,1669;433,0514;6458,3431;
449,7642;3312,28;433,3386;6485,6407;
450,0531;3330,8557;433,6258;6517,1204;
450,3420;3349,6163;433,9130;6520,1313;
450,6309;3376,7673;434,2002;6531,0546;
450,9198;3397,534;434,4874;6535,0219;
451,2087;3401,4302;434,7746;6557,36;
451,4976;3448,5566;435,0617;6581,0166;
451,7865;3465,4151;435,3489;6573,6532;
452,0754;3496,0048;435,6361;6592,2614;
452,3643;3527,9491;435,9233;6622,9345;
452,6531;3554,3343;436,2105;6623,867;
452,9420;3577,267;436,4977;6629,7164;
453,2309;3602,6012;436,7849;6638,3084;
453,5198;3629,7306;437,0721;6642,0714;
453,8087;3661,3359;437,3593;6655,528;
454,0976;3687,2398;437,6465;6661,562;
454,3865;3709,1326;437,9337;6641,7769;
454,6754;3735,2566;438,2209;6625,2541;
454,9643;3764,1623;438,5080;6662,9899;
455,2532;3796,085;438,7952;6688,5017;
455,5421;3836,8047;439,0824;6712,5354;
455,8310;3870,454;439,3696;6715,6595;
456,1199;3882,9349;439,6568;6737,2528;
456,4088;3926,5771;439,9440;6733,8949;
456,6977;3967,5056;440,2312;6778,627;
456,9866;4002,8096;440,5184;6739,4659;
457,2754;4021,3249;440,8056;6761,402;
457,5643;4036,9106;441,0928;6744,974;
457,8532;4070,1375;441,3800;6804,3261;
458,1421;4072,8301;441,6671;6772,2838;
458,4310;4077,0074;441,9543;6752,3614;
458,7199;4094,8965;442,2415;6802,7016;
459,0088;4068,5339;442,5287;6814,9872;
459,2977;4076,1194;442,8159;6825,9201;
459,5866;4075,6974;443,1031;6833,2398;
459,8755;4136,4793;443,3903;6828,5772;
460,1644;4176,0572;443,6775;6848,3612;
460,4533;4225,2724;443,9647;6883,3298;
460,7422;4251,5444;444,2519;6904,1876;
461,0311;4340,3297;444,5391;6909,3965;
461,3200;4362,2954;444,8263;6903,0568;
461,6089;4431,2803;445,1134;6923,5307;
461,8977;4469,9563;445,4006;6931,1827;
462,1866;4516,7767;445,6878;6938,8547;
462,4755;4552,7191;445,9750;6961,8907;
462,7644;4601,9069;446,2622;6981,9523;
463,0533;4619,6632;446,5494;6993,9042;
463,3422;4636,7646;446,8366;6996,1606;
463,6311;4677,6483;447,1238;7014,3163;
463,9200;4736,0869;447,4110;7065,3236;
464,2089;4757,1231;447,6982;7101,5528;
464,4978;4785,3732;447,9854;7092,8918;
464,7867;4806,5065;448,2725;7085,9021;
465,0756;4842,7004;448,5597;7117,0506;
465,3645;4871,0673;448,8469;7140,9125;
465,6534;4909,7842;449,1341;7144,1412;
465,9423;4932,0425;449,4213;7178,0234;
466,2312;4975,9121;449,7085;7200,2212;
466,5200;5021,3363;449,9957;7217,1527;
466,8089;5051,4489;450,2829;7219,8374;
467,0978;5095,9744;450,5701;7246,372;
467,3867;5137,6461;450,8573;7260,5685;
467,6756;5144,0876;451,1445;7285,7871;
467,9645;5156,7902;451,4316;7312,4342;
468,2534;5185,709;451,7188;7351,3611;
468,5423;5202,3385;452,0060;7338,9011;
468,8312;5218,5142;452,2932;7381,3292;
469,1201;5222,1524;452,5804;7417,008;
469,4090;5267,0757;452,8676;7469,3594;
469,6979;5300,1233;453,1548;7449,5777;
469,9868;5351,1261;453,4420;7465,7343;
470,2757;5397,5297;453,7292;7526,4433;
470,5646;5467,2949;454,0164;7599,3339;
470,8535;5517,1732;454,3036;7567,669;
471,1423;5550,6466;454,5908;7612,2339;
471,4312;5580,1149;454,8779;7633,2325;
471,7201;5645,736;455,1651;7668,5245;
472,0090;5664,9253;455,4523;7721,4928;
472,2979;5721,5052;455,7395;7738,693;
472,5868;5777,7597;456,0267;7752,843;
472,8757;5806,0644;456,3139;7780,5865;
473,1646;5810,8606;456,6011;7801,1933;
473,4535;5859,8085;456,8883;7845,485;
473,7424;5887,2911;457,1755;7863,1764;
474,0313;5979,2931;457,4627;7929,1851;
474,3202;5973,6145;457,7499;7944,0001;
474,6091;6026,5566;458,0370;7965,1016;
474,8980;6132,1641;458,3242;7993,2235;
475,1869;6120,4883;458,6114;8037,4119;
475,4758;6173,7214;458,8986;8056,1555;
475,7646;6223,1459;459,1858;8069,6962;
476,0535;6218,0505;459,4730;8110,7031;
476,3424;6302,7103;459,7602;8160,1869;
476,6313;6291,3249;460,0474;8198,5432;
476,9202;6348,631;460,3346;8205,7367;
477,2091;6365,3511;460,6218;8231,2553;
477,4980;6429,3488;460,9090;8276,7231;
477,7869;6437,2437;461,1962;8293,8885;
478,0758;6434,1368;461,4833;8322,8411;
478,3647;6431,8581;461,7705;8360,1295;
478,6536;6468,5696;462,0577;8412,9157;
478,9425;6508,4099;462,3449;8441,9874;
479,2314;6539,853;462,6321;8487,2426;
479,5203;6580,8619;462,9193;8541,8541;
479,8092;6638,5746;463,2065;8569,5537;
480,0981;6681,2251;463,4937;8621,5864;
480,3869;6751,0694;463,7809;8676,9531;
480,6758;6834,3395;464,0681;8701,579;
480,9647;6898,1221;464,3553;8760,5021;
481,2536;6948,8755;464,6424;8869,6333;
481,5425;7023,7102;464,9296;8856,9008;
481,8314;7123,7249;465,2168;8913,5682;
482,1203;7154,3645;465,5040;8969,192;
482,4092;7170,6264;465,7912;9025,2335;
482,6981;7245,125;466,0784;9053,7507;
482,9870;7305,9627;466,3656;9147,024;
483,2759;7360,2237;466,6528;9194,2311;
483,5648;7413,5949;466,9400;9236,4896;
483,8537;7471,2602;467,2272;9281,7752;
484,1426;7544,5952;467,5144;9364,0362;
484,4315;7585,5076;467,8015;9416,3497;
484,7204;7667,1758;468,0887;9488,4266;
485,0092;7732,2746;468,3759;9537,8994;
485,2981;7806,1999;468,6631;9615,6335;
485,5870;7845,0663;468,9503;9678,0577;
485,8759;7919,2991;469,2375;9742,9035;
486,1648;7882,6132;469,5247;9801,2934;
486,4537;7920,4496;469,8119;9831,2441;
486,7426;7954,7104;470,0991;9902,4238;
487,0315;7979,5901;470,3863;9962,0264;
487,3204;7976,5309;470,6735;10045,879;
487,6093;8046,1522;470,9607;10108,704;
487,8982;8046,0191;471,2478;10185,349;
488,1871;8067,7759;471,5350;10281,538;
488,4760;8150,9945;471,8222;10354,205;
488,7649;8153,1861;472,1094;10401,246;
489,0538;8179,216;472,3966;10444,924;
489,3427;8239,9811;472,6838;10525,329;
489,6315;8236,472;472,9710;10613,873;
489,9204;8276,212;473,2582;10663,34;
490,2093;8298,1576;473,5454;10760,705;
490,4982;8339,3633;473,8326;10879,681;
490,7871;8413,9285;474,1198;10933,442;
491,0760;8477,7506;474,4069;11005,229;
491,3649;8478,3298;474,6941;11077,572;
491,6538;8552,3442;474,9813;11171,687;
491,9427;8609,0439;475,2685;11263,031;
492,2316;8648,459;475,5557;11368,496;
492,5205;8709,7503;475,8429;11478,356;
492,8094;8753,6468;476,1301;11574,815;
493,0983;8773,6515;476,4173;11678,24;
493,3872;8828,1927;476,7045;11773,498;
493,6761;8853,8032;476,9917;11841,648;
493,9650;8908,0891;477,2789;11910,482;
494,2538;8947,7636;477,5661;12040,987;
494,5427;8952,954;477,8532;12156,292;
494,8316;8987,2187;478,1404;12177,855;
495,1205;9056,4511;478,4276;12322,995;
495,4094;9080,9017;478,7148;12401,503;
495,6983;9086,0456;479,0020;12517,359;
495,9872;9118,8963;479,2892;12660,366;
496,2761;9165,6757;479,5764;12674,418;
496,5650;9231,3066;479,8636;12817,171;
496,8539;9300,0414;480,1508;12890,791;
497,1428;9383,5757;480,4380;13033,509;
497,4317;9467,1396;480,7252;13129,577;
497,7206;9550,089;481,0123;13187,806;
498,0095;9595,4092;481,2995;13311,582;
498,2984;9655,4259;481,5867;13417,971;
498,5873;9708,538;481,8739;13515,776;
498,8761;9817,7724;482,1611;13562,473;
499,1650;9855,8406;482,4483;13706,77;
499,4539;9957,6327;482,7355;13820,447;
499,7428;10030,814;483,0227;13927,247;
500,0317;10114,446;483,3099;14009,304;
500,3206;10122,699;483,5971;14087,561;
500,6095;10193,999;483,8843;14207,317;
500,8984;10247,638;484,1714;14300,701;
501,1873;10269,814;484,4586;14384,936;
501,4762;10250,472;484,7458;14488,211;
501,7651;10289,038;485,0330;14612,325;
502,0540;10391,86;485,3202;14693,48;
502,3429;10493,475;485,6074;14820,995;
502,6318;10496,982;485,8946;14915,077;
502,9207;10578,388;486,1818;14982,437;
503,2096;10628,099;486,4690;15087,642;
503,4984;10732,277;486,7562;15200,285;
503,7873;10767,278;487,0434;15310,77;
504,0762;10921,604;487,3306;15417,035;
504,3651;10934,44;487,6177;15499,185;
504,6540;10968,35;487,9049;15581,145;
504,9429;11049,779;488,1921;15698,881;
505,2318;11151,767;488,4793;15752,982;
505,5207;11195,978;488,7665;15874,573;
505,8096;11291,407;489,0537;15997,573;
506,0985;11330,794;489,3409;16053,181;
506,3874;11436,272;489,6281;16128,004;
506,6763;11467,814;489,9153;16226,397;
506,9652;11528,77;490,2025;16327,379;
507,2541;11644,262;490,4897;16449,296;
507,5430;11683,744;490,7768;16544,608;
507,8319;11696,758;491,0640;16636,299;
508,1207;11782,452;491,3512;16690,673;
508,4096;11822,605;491,6384;16764,336;
508,6985;11926,173;491,9256;16908,057;
508,9874;11945,318;492,2128;16976,51;
509,2763;12025,16;492,5000;17020,226;
509,5652;12097,655;492,7872;17133,37;
509,8541;12174,616;493,0744;17165,907;
510,1430;12245,08;493,3616;17301,708;
510,4319;12293,368;493,6488;17433,014;
510,7208;12338,791;493,9360;17483,053;
511,0097;12400,565;494,2231;17559,866;
511,2986;12478,313;494,5103;17610,035;
511,5875;12565,57;494,7975;17702,803;
511,8764;12616,234;495,0847;17838,017;
512,1653;12654,158;495,3719;17840,567;
512,4542;12738,065;495,6591;17941,262;
512,7430;12790,235;495,9463;18025,248;
513,0319;12848,791;496,2335;18142,205;
513,3208;12893,009;496,5207;18188,27;
513,6097;13001,416;496,8079;18327,619;
513,8986;13047,503;497,0951;18351,079;
514,1875;13112,278;497,3822;18448,367;
514,4764;13159,807;497,6694;18501,602;
514,7653;13170,231;497,9566;18607,802;
515,0542;13261,976;498,2438;18678,273;
515,3431;13318,345;498,5310;18723,303;
515,6320;13269,823;498,8182;18813,007;
515,9209;13361,344;499,1054;18879,772;
516,2098;13458,946;499,3926;18921,172;
516,4987;13497,984;499,6798;18984,278;
516,7876;13528,462;499,9670;19061,781;
517,0765;13607,285;500,2542;19149,064;
517,3653;13538,649;500,5414;19197,755;
517,6542;13623,837;500,8285;19228,056;
517,9431;13654,864;501,1157;19252,172;
518,2320;13735,611;501,4029;19316,512;
518,5209;13695,852;501,6901;19412,423;
518,8098;13850,841;501,9773;19444,18;
519,0987;13894,79;502,2645;19440,191;
519,3876;14041,956;502,5517;19476,353;
519,6765;14116,892;502,8389;19583,266;
519,9654;14249,513;503,1261;19642,157;
520,2543;14469,264;503,4133;19640,536;
520,5432;14585,397;503,7005;19702,669;
520,8321;14650,104;503,9876;19741,33;
521,1210;14790,315;504,2748;19815,766;
521,4099;14845,395;504,5620;19863,041;
521,6988;14988,399;504,8492;19875,751;
521,9877;15039,075;505,1364;20003,719;
522,2765;15169,227;505,4236;20007,214;
522,5654;15195,349;505,7108;20063,896;
522,8543;15305,817;505,9980;20051,368;
523,1432;15320,499;506,2852;20096,728;
523,4321;15392,77;506,5724;20185,79;
523,7210;15488,069;506,8596;20228,191;
524,0099;15565,916;507,1467;20207,754;
524,2988;15646,914;507,4339;20283,373;
524,5877;15780,679;507,7211;20337,266;
524,8766;15845,72;508,0083;20386,544;
525,1655;15937,464;508,2955;20357,16;
525,4544;16029,891;508,5827;20424,822;
525,7433;16104,368;508,8699;20426,598;
526,0322;16137,574;509,1571;20499,819;
526,3211;16267,347;509,4443;20492,376;
526,6100;16360,107;509,7315;20604,886;
526,8988;16430,933;510,0187;20621,294;
527,1877;16494,611;510,3059;20611,632;
527,4766;16562,153;510,5930;20663,418;
527,7655;16685,634;510,8802;20721,532;
528,0544;16772,208;511,1674;20712,327;
528,3433;16814,182;511,4546;20667,102;
528,6322;16938,604;511,7418;20770,632;
528,9211;17029,93;512,0290;20773,274;
529,2100;17073,482;512,3162;20794,033;
529,4989;17176,81;512,6034;20781,185;
529,7878;17254,89;512,8906;20815,37;
530,0767;17381,12;513,1778;20846,063;
530,3656;17446,978;513,4650;20858,941;
530,6545;17540,17;513,7521;20862,317;
530,9434;17637,049;514,0393;20836,311;
531,2323;17700,947;514,3265;20776,174;
531,5211;17719,918;514,6137;20742,238;
531,8100;17876,106;514,9009;20795,927;
532,0989;17974,802;515,1881;20753,607;
532,3878;18018,5;515,4753;20725,766;
532,6767;18081,503;515,7625;20641,96;
532,9656;18232,85;516,0497;20593,018;
533,2545;18373,472;516,3369;20598,337;
533,5434;18464,165;516,6241;20624,789;
533,8323;18536,28;516,9113;20615,06;
534,1212;18665,873;517,1984;20562,341;
534,4101;18661,791;517,4856;20510,419;
534,6990;18815,724;517,7728;20510,701;
534,9879;18834,366;518,0600;20489,011;
535,2768;18992,373;518,3472;20467,376;
535,5657;19066,959;518,6344;20509,419;
535,8546;19180,721;518,9216;20454,008;
536,1434;19164,541;519,2088;20482,143;
536,4323;19338,021;519,4960;20492,976;
536,7212;19430,859;519,7832;20454,08;
537,0101;19542,078;520,0704;20384,901;
537,2990;19491,485;520,3575;20394,408;
537,5879;19617,251;520,6447;20409,101;
537,8768;19719,558;520,9319;20402,134;
538,1657;19808,642;521,2191;20357,046;
538,4546;19839,286;521,5063;20381,562;
538,7435;20046,205;521,7935;20363,311;
539,0324;20144;522,0807;20394,298;
539,3213;20329,722;522,3679;20446,072;
539,6102;20413,572;522,6551;20404,536;
539,8991;20511,741;522,9423;20347,843;
540,1880;20621,331;523,2295;20372,227;
540,4769;20829,013;523,5166;20347,303;
540,7657;20838,658;523,8038;20377,488;
541,0546;21042,731;524,0910;20339,745;
541,3435;21114,18;524,3782;20291,755;
541,6324;21220,053;524,6654;20349,127;
541,9213;21360,809;524,9526;20405,596;
542,2102;21459,993;525,2398;20304,928;
542,4991;21528,972;525,5270;20279,69;
542,7880;21580,312;525,8142;20303,769;
543,0769;21600,253;526,1014;20264,774;
543,3658;21660,893;526,3886;20305,73;
543,6547;21790,105;526,6758;20326,989;
543,9436;21875,853;526,9629;20335,509;
544,2325;21925,198;527,2501;20335,67;
544,5214;22127,507;527,5373;20344,126;
544,8103;22296,509;527,8245;20384,547;
545,0992;22419,841;528,1117;20317,382;
545,3880;22625,811;528,3989;20349,975;
545,6769;22878,403;528,6861;20370,976;
545,9658;22986,892;528,9733;20385,006;
546,2547;23140,204;529,2605;20328,556;
546,5436;23309,568;529,5477;20324,89;
546,8325;23416,652;529,8349;20286,2;
547,1214;23615,936;530,1220;20307,258;
547,4103;23843,263;530,4092;20324,865;
547,6992;23995,569;530,6964;20387,358;
547,9881;24095,508;530,9836;20419,266;
548,2770;24227,634;531,2708;20406,966;
548,5659;24396,462;531,5580;20409,823;
548,8548;24573,003;531,8452;20441,356;
549,1437;24753,803;532,1324;20430,692;
549,4326;24935,238;532,4196;20442,923;
549,7215;25053,794;532,7068;20383,704;
550,0103;25251,79;532,9940;20418,397;
