;sp260223_002 ch: 1907283U1;;sp260223_002 ch: 7513481SP;
Wavelength [nm];Intensity;Wavelength [nm];intensity;
550,2992;25386,878;533,2812;20437,831;
550,5881;25586,915;533,5683;20404,446;
550,8770;25728,955;533,8555;20420,569;
551,1659;25924,668;534,1427;20464,363;
551,4548;25996,599;534,4299;20479,957;
551,7437;26263,287;534,7171;20501,96;
552,0326;26445,806;535,0043;20493,13;
552,3215;26724,734;535,2915;20475,145;
552,6104;26847,332;535,5787;20525,222;
552,8993;27128,793;535,8659;20539,684;
553,1882;27171,488;536,1531;20518,159;
553,4771;27439,175;536,4403;20526,067;
553,7660;27620,188;536,7274;20586,728;
554,0549;27810,892;537,0146;20620,68;
554,3438;27970,206;537,3018;20555,966;
554,6326;28238,45;537,5890;20571,972;
554,9215;28337,196;537,8762;20642,924;
555,2104;28524,742;538,1634;20652,401;
555,4993;28742,622;538,4506;20696,101;
555,7882;28887,672;538,7378;20729,898;
556,0771;28997,479;539,0250;20699,951;
556,3660;29266,234;539,3122;20727,628;
556,6549;29263,923;539,5994;20769,227;
556,9438;29488,393;539,8865;20707,489;
557,2327;29636,013;540,1737;20767,547;
557,5216;29903,925;540,4609;20761,81;
557,8105;30067,396;540,7481;20817,554;
558,0994;30177,263;541,0353;20777,78;
558,3883;30372,154;541,3225;20855,073;
558,6772;30731,12;541,6097;20809,659;
558,9661;30806,715;541,8969;20833,336;
559,2549;30876,469;542,1841;20860,255;
559,5438;30941,553;542,4713;20944,04;
559,8327;31096,957;542,7585;20941,353;
560,1216;31131,294;543,0457;20917,478;
560,4105;31296,857;543,3328;20883,519;
560,6994;31428,442;543,6200;20923,444;
560,9883;31648,782;543,9072;20933,296;
561,2772;31677,767;544,1944;20987,545;
561,5661;31837,664;544,4816;20944,691;
561,8550;32035,534;544,7688;21027,031;
562,1439;32281,227;545,0560;20989,895;
562,4328;32435,231;545,3432;21060,34;
562,7217;32716,243;545,6304;21066,946;
563,0106;32879,174;545,9176;21055,611;
563,2995;33222,451;546,2048;21102,018;
563,5884;33267,838;546,4919;21175,504;
563,8772;33465,61;546,7791;21159,354;
564,1661;33470,476;547,0663;21247,096;
564,4550;33596,66;547,3535;21252,215;
564,7439;33733,556;547,6407;21303,349;
565,0328;33866,963;547,9279;21316,854;
565,3217;33927,973;548,2151;21347,667;
565,6106;34149,816;548,5023;21400,12;
565,8995;34269,379;548,7895;21437,845;
566,1884;34397,689;549,0767;21483,822;
566,4773;34501,873;549,3639;21485,346;
566,7662;34823,351;549,6511;21563,076;
567,0551;35078,599;549,9382;21626,357;
567,3440;35247,133;550,2254;21648,593;
567,6329;35378,825;550,5126;21654,433;
567,9218;35520,972;550,7998;21701,425;
568,2107;35744,31;551,0870;21767,382;
568,4995;35875,197;551,3742;21801,572;
568,7884;35994,409;551,6614;21814,158;
569,0773;36271,938;551,9486;21880,302;
569,3662;36479,49;552,2358;21924,98;
569,6551;36644,678;552,5230;21996,133;
569,9440;36871,533;552,8102;22052,311;
570,2329;37017,503;553,0973;22099,216;
570,5218;37261,278;553,3845;22132,634;
570,8107;37519,935;553,6717;22187,343;
571,0996;37804,224;553,9589;22302,372;
571,3885;37940,879;554,2461;22387,826;
571,6774;38188,964;554,5333;22404,359;
571,9663;38385,246;554,8205;22424,579;
572,2552;38582,474;555,1077;22464,608;
572,5441;38763,743;555,3949;22540,915;
572,8330;38975,893;555,6821;22662,293;
573,1218;39187,181;555,9693;22748,071;
573,4107;39321,439;556,2565;22791,323;
573,6996;39182,849;556,5436;22767,674;
573,9885;39160,105;556,8308;22791,947;
574,2774;39262,848;557,1180;22949,953;
574,5663;39264,94;557,4052;23034,985;
574,8552;39170,282;557,6924;23091,255;
575,1441;39251,326;557,9796;23112,689;
575,4330;39155,665;558,2668;23226,899;
575,7219;39228,423;558,5540;23249,956;
576,0108;39185,498;558,8412;23267,569;
576,2997;39239,406;559,1284;23352,957;
576,5886;39111,816;559,4156;23467,371;
576,8775;39334,132;559,7027;23559,307;
577,1664;39336,106;559,9899;23670,977;
577,4553;39517,565;560,2771;23749,023;
577,7441;39462,505;560,5643;23807,555;
578,0330;39567,552;560,8515;23820,534;
578,3219;39708,185;561,1387;23959,638;
578,6108;39795,293;561,4259;24054,687;
578,8997;39786,411;561,7131;24202,339;
579,1886;39912,672;562,0003;24205,85;
579,4775;39952,204;562,2875;24282,709;
579,7664;39982,185;562,5747;24364,296;
580,0553;40013,01;562,8618;24427,32;
580,3442;40307,373;563,1490;24493,11;
580,6331;40135,358;563,4362;24560,644;
580,9220;40453,791;563,7234;24716,721;
581,2109;40670,645;564,0106;24757,175;
581,4998;40782,725;564,2978;24790,039;
581,7887;40830,321;564,5850;24984,51;
582,0776;41001,47;564,8722;25059,938;
582,3664;41021,058;565,1594;25192,847;
582,6553;41189,147;565,4466;25142,946;
582,9442;41178,901;565,7338;25344,217;
583,2331;41410,159;566,0210;25471,611;
583,5220;41618,771;566,3081;25467,689;
583,8109;42010,613;566,5953;25604,881;
584,0998;42155,141;566,8825;25680,943;
584,3887;42266,242;567,1697;25766,812;
584,6776;42317,403;567,4569;25856,195;
584,9665;42432,286;567,7441;25889,057;
585,2554;42516,591;568,0313;26095,652;
585,5443;42589,557;568,3185;26221,096;
585,8332;42806,142;568,6057;26272,717;
586,1221;43134,518;568,8929;26426,425;
586,4110;43190,076;569,1801;26584,021;
586,6999;43371,909;569,4672;26627,461;
586,9887;43422,016;569,7544;26681,845;
587,2776;43663,123;570,0416;26785,411;
587,5665;43809,874;570,3288;26915,236;
587,8554;44016,224;570,6160;26984,944;
588,1443;43962,156;570,9032;27175,756;
588,4332;44050,1;571,1904;27289,292;
588,7221;44140,036;571,4776;27332,128;
589,0110;44324,656;571,7648;27330,849;
589,2999;44450,282;572,0520;27537,042;
589,5888;44642,389;572,3392;27665,541;
589,8777;44832,145;572,6264;27729,162;
590,1666;44871,348;572,9135;27867,007;
590,4555;44905,225;573,2007;28001,164;
590,7444;44995,55;573,4879;28131,777;
591,0333;44980,764;573,7751;28232,609;
591,3222;45077,732;574,0623;28321,36;
591,6110;45231,753;574,3495;28509,773;
591,8999;45348,962;574,6367;28648,93;
592,1888;45411,763;574,9239;28738,53;
592,4777;45520,611;575,2111;28847,72;
592,7666;45595,261;575,4983;28967,271;
593,0555;45650,688;575,7855;28988,768;
593,3444;45736,167;576,0726;29122,138;
593,6333;45890,716;576,3598;29231,008;
593,9222;45881,001;576,6470;29305,775;
594,2111;45869,46;576,9342;29465,29;
594,5000;46041,782;577,2214;29572,671;
594,7889;46108,305;577,5086;29700,325;
595,0778;46170,064;577,7958;29840,052;
595,3667;46249,85;578,0830;29960,819;
595,6556;46280,479;578,3702;30079,519;
595,9445;46374,293;578,6574;30217,574;
596,2333;46492,298;578,9446;30320,891;
596,5222;46590,435;579,2317;30371,509;
596,8111;46589,252;579,5189;30531,76;
597,1000;46522,892;579,8061;30693,546;
597,3889;46483,289;580,0933;30835,737;
597,6778;46593,633;580,3805;30892,04;
597,9667;46745,699;580,6677;31004,976;
598,2556;46763,578;580,9549;31290,711;
598,5445;46886,528;581,2421;31340,929;
598,8334;46820,399;581,5293;31525,834;
599,1223;46835,417;581,8165;31658,539;
599,4112;46902,828;582,1037;31754,348;
599,7001;47058,075;582,3909;31905,981;
599,9890;47110,264;582,6780;32028,601;
600,2779;47135,75;582,9652;32212,984;
600,5668;47144,173;583,2524;32354,345;
600,8556;47264,023;583,5396;32544,131;
601,1445;47266,073;583,8268;32808,031;
601,4334;47241,788;584,1140;32924,3;
601,7223;47260,295;584,4012;33057,119;
602,0112;47304,053;584,6884;33197,76;
602,3001;47273,977;584,9756;33257,632;
602,5890;47422,007;585,2628;33541,41;
602,8779;47381,414;585,5500;33692,709;
603,1668;47474,026;585,8371;33698,941;
603,4557;47339,976;586,1243;33782,087;
603,7446;47444,125;586,4115;33900,118;
604,0335;47415,317;586,6987;34207,221;
604,3224;47482,587;586,9859;34261,803;
604,6113;47563,379;587,2731;34396,689;
604,9002;47580,299;587,5603;34484,748;
605,1891;47433,657;587,8475;34442,706;
605,4780;47428,029;588,1347;34564,259;
605,7668;47522,506;588,4219;34746,181;
606,0557;47605,784;588,7091;34770,497;
606,3446;47446,934;588,9963;34963,165;
606,6335;47477,156;589,2834;34983,92;
606,9224;47336,391;589,5706;35083,039;
607,2113;47287,968;589,8578;35151,186;
607,5002;47130,545;590,1450;35222,167;
607,7891;47073,592;590,4322;35373,284;
608,0780;47101,336;590,7194;35506,356;
608,3669;47031,325;591,0066;35541,561;
608,6558;46919,666;591,2938;35587,768;
608,9447;47072,758;591,5810;35667,798;
609,2336;46971,02;591,8682;35759,174;
609,5225;46761,903;592,1554;35871,904;
609,8114;46652,584;592,4425;36014,603;
610,1003;46456,977;592,7297;36097,469;
610,3891;46346,327;593,0169;36206,755;
610,6780;46201,359;593,3041;36366,205;
610,9669;45738,375;593,5913;36437,475;
611,2558;45776,321;593,8785;36457,137;
611,5447;45275,581;594,1657;36613,587;
611,8336;45012,447;594,4529;36597,536;
612,1225;44648,825;594,7401;36712,487;
612,4114;44324,508;595,0273;36713,727;
612,7003;43720,104;595,3145;36979,934;
612,9892;43655,31;595,6017;36876,277;
613,2781;43187,859;595,8888;37043,205;
613,5670;42773,31;596,1760;37035,996;
613,8559;42406,672;596,4632;37172,258;
614,1448;42189,785;596,7504;37103,954;
614,4337;41658,186;597,0376;37320,818;
614,7226;41396,038;597,3248;37407,606;
615,0114;40911,432;597,6120;37523,2;
615,3003;40703,418;597,8992;37489,722;
615,5892;40276,612;598,1864;37712,364;
615,8781;40129,201;598,4736;37788,916;
616,1670;39912,933;598,7608;37878,718;
616,4559;39814,695;599,0479;37863,38;
616,7448;39643,341;599,3351;37989,513;
617,0337;39698,173;599,6223;38008,82;
617,3226;39719,047;599,9095;38023,58;
617,6115;39796,918;600,1967;38140,486;
617,9004;39708,219;600,4839;38154,908;
618,1893;39711,233;600,7711;38134,068;
618,4782;39622,309;601,0583;38220,679;
618,7671;39596,59;601,3455;38272,896;
619,0560;39380,808;601,6327;38336,448;
619,3449;39212,47;601,9199;38259,532;
619,6337;39019,427;602,2070;38334,411;
619,9226;38808,772;602,4942;38373,186;
620,2115;38471,999;602,7814;38573,8;
620,5004;38140,711;603,0686;38610,317;
620,7893;37758,432;603,3558;38630,295;
621,0782;37772,5;603,6430;38695,81;
621,3671;38101,586;603,9302;38804,057;
621,6560;39078,29;604,2174;38924,353;
621,9449;40396,549;604,5046;38843,932;
622,2338;41950,319;604,7918;38819,46;
622,5227;43293,731;605,0790;38940,468;
622,8116;44054,53;605,3662;38989,141;
623,1005;44383,045;605,6533;39101,105;
623,3894;44448,507;605,9405;39192,241;
623,6783;44345,829;606,2277;39238,932;
623,9672;44496,779;606,5149;39329,117;
624,2560;44788,056;606,8021;39346,429;
624,5449;45246,745;607,0893;39312,749;
624,8338;45563,744;607,3765;39302,938;
625,1227;45690,133;607,6637;39328,407;
625,4116;45732,856;607,9509;39344,472;
625,7005;45943,089;608,2381;39361,054;
625,9894;46190,7;608,5253;39388,522;
626,2783;46289,714;608,8124;39461,415;
626,5672;46372,055;609,0996;39527,006;
626,8561;46529,188;609,3868;39510,656;
627,1450;46581,406;609,6740;39544,795;
627,4339;46688,308;609,9612;39671,602;
627,7228;46804,452;610,2484;39745,365;
628,0117;46913,175;610,5356;39684,054;
628,3006;46835,198;610,8228;39679,594;
628,5895;46953,061;611,1100;39722,422;
628,8783;47235,096;611,3972;39830,87;
629,1672;47345,409;611,6844;39952,933;
629,4561;47356,199;611,9716;39828,869;
629,7450;47412,435;612,2587;39819,447;
630,0339;47394,718;612,5459;39848,501;
630,3228;47406,635;612,8331;39785,152;
630,6117;47446,076;613,1203;39778,022;
630,9006;47734,661;613,4075;39835,072;
631,1895;47887,707;613,6947;39790,867;
631,4784;47828,381;613,9819;39787,106;
631,7673;47772,174;614,2691;39963,703;
632,0562;47829,825;614,5563;39999,319;
632,3451;47967,79;614,8435;39885,339;
632,6340;48053,354;615,1307;39852,227;
632,9229;48091,406;615,4178;39913,094;
633,2118;48052,872;615,7050;39981,377;
633,5006;47996,322;615,9922;39921,291;
633,7895;48039,884;616,2794;39914,45;
634,0784;48083,4;616,5666;39960,995;
634,3673;48171,67;616,8538;39960,085;
634,6562;48432,566;617,1410;39893,553;
634,9451;48435,906;617,4282;39994,964;
635,2340;48396,012;617,7154;39887,35;
635,5229;48465,379;618,0026;39922,833;
635,8118;48623,663;618,2898;39921,443;
636,1007;48632,687;618,5769;39863,54;
636,3896;48651,184;618,8641;39909,701;
636,6785;48645,309;619,1513;39875,67;
636,9674;48700,722;619,4385;39852,645;
637,2563;48582,672;619,7257;39932,844;
637,5452;48570,635;620,0129;39750,042;
637,8341;48551,281;620,3001;39666,022;
638,1229;48685,111;620,5873;39661,667;
638,4118;48622,766;620,8745;39677,858;
638,7007;48573,11;621,1617;39633,832;
638,9896;48537,805;621,4489;39715,122;
639,2785;48646,644;621,7361;39644,864;
639,5674;48595,992;622,0232;39628,021;
639,8563;48724,686;622,3104;39644,762;
640,1452;48651,513;622,5976;39582,362;
640,4341;48504,141;622,8848;39594,37;
640,7230;48465,993;623,1720;39486,71;
641,0119;48613,369;623,4592;39485,672;
641,3008;48419,606;623,7464;39429,924;
641,5897;48353,731;624,0336;39366,674;
641,8786;48313,513;624,3208;39376,354;
642,1675;48254,842;624,6080;39298,324;
642,4564;48116,549;624,8952;39241,15;
642,7452;48018,163;625,1823;39223,021;
643,0341;47980,159;625,4695;39177,862;
643,3230;48068,84;625,7567;39159,57;
643,6119;47862,417;626,0439;39131,448;
643,9008;47868,419;626,3311;39003,781;
644,1897;47885,061;626,6183;39077,015;
644,4786;47819,741;626,9055;39138,321;
644,7675;47667,645;627,1927;39051,021;
645,0564;47717,582;627,4799;38907,099;
645,3453;47862,628;627,7671;38788,368;
645,6342;47769,521;628,0543;38756,602;
645,9231;47677,374;628,3415;38954,97;
646,2120;47592,697;628,6286;38728,861;
646,5009;47556,885;628,9158;38545,609;
646,7898;47590,587;629,2030;38626,055;
647,0787;47233,341;629,4902;38483,929;
647,3675;47307,704;629,7774;38438,283;
647,6564;47159,699;630,0646;38420,069;
647,9453;47205,222;630,3518;38340,212;
648,2342;47099,997;630,6390;38422,91;
648,5231;46866,448;630,9262;38310,709;
648,8120;46870,996;631,2134;38251,444;
649,1009;46910,471;631,5006;38149,593;
649,3898;46826,624;631,7877;37948,52;
649,6787;46984,775;632,0749;38048,256;
649,9676;46772,697;632,3621;38087,581;
650,2565;46806,747;632,6493;38062,77;
650,5454;46676,804;632,9365;37879,5;
650,8343;46578,988;633,2237;37762,128;
651,1232;46568,78;633,5109;37683,613;
651,4121;46508,259;633,7981;37459,833;
651,7010;46349,567;634,0853;37461,928;
651,9898;46384,832;634,3725;37583,008;
652,2787;46185,814;634,6597;37499,231;
652,5676;46150,55;634,9468;37583,831;
652,8565;46285,353;635,2340;37495,467;
653,1454;46166,532;635,5212;37351,325;
653,4343;46128,043;635,8084;37315,523;
653,7232;46001,976;636,0956;37189,579;
654,0121;45936,463;636,3828;37240,192;
654,3010;45921,771;636,6700;37022,648;
654,5899;45783,003;636,9572;37173,192;
654,8788;45610,859;637,2444;36998,04;
655,1677;45672,177;637,5316;36925,188;
655,4566;45717,332;637,8188;36781,23;
655,7455;45471,992;638,1060;36756,568;
656,0344;45489,569;638,3931;36846,06;
656,3233;45426,273;638,6803;36573,363;
656,6121;45559,431;638,9675;36610,646;
656,9010;45322,298;639,2547;36446,534;
657,1899;45352,714;639,5419;36311,269;
657,4788;45201,125;639,8291;36383,499;
657,7677;45216,295;640,1163;36343,087;
658,0566;45010,327;640,4035;36247,118;
658,3455;45122,504;640,6907;36128,606;
658,6344;45201,897;640,9779;36084,934;
658,9233;45231,929;641,2651;35982,927;
659,2122;45271,862;641,5522;35982,622;
659,5011;44970,12;641,8394;35811,388;
659,7900;45152,126;642,1266;35743,479;
660,0789;44990,22;642,4138;35696,588;
660,3678;45195,993;642,7010;35606,877;
660,6567;45179,578;642,9882;35663,369;
660,9456;45076,164;643,2754;35681,998;
661,2344;45132,767;643,5626;35428,839;
661,5233;45056,547;643,8498;35446,86;
661,8122;45247,81;644,1370;35387,208;
662,1011;45149,355;644,4242;35180,729;
662,3900;45217,489;644,7114;35115,167;
662,6789;45076,694;644,9985;35117,224;
662,9678;45360,575;645,2857;35095,752;
663,2567;45160,785;645,5729;34973,655;
663,5456;45321,172;645,8601;34869,409;
663,8345;45281,495;646,1473;34795,311;
664,1234;45097,304;646,4345;34705,882;
664,4123;45047,11;646,7217;34678,819;
664,7012;45153,46;647,0089;34593,248;
664,9901;44989,666;647,2961;34598,264;
665,2790;45039,384;647,5833;34474,324;
665,5679;44791,903;647,8705;34484,8;
665,8567;44960,575;648,1576;34424,873;
666,1456;44841,262;648,4448;34261,439;
666,4345;44928,55;648,7320;34208,822;
666,7234;44793,438;649,0192;34232,407;
667,0123;44775,102;649,3064;33961,467;
667,3012;44834,504;649,5936;33914,748;
667,5901;44768,452;649,8808;33891,335;
667,8790;44758,89;650,1680;33931,806;
668,1679;44788,399;650,4552;33823,946;
668,4568;44611,07;650,7424;33693,288;
668,7457;44638,533;651,0296;33726,115;
669,0346;44590,66;651,3168;33686,777;
669,3235;44748,993;651,6039;33502,896;
669,6124;44556,296;651,8911;33495,131;
669,9013;44464,239;652,1783;33365,869;
670,1902;44557,379;652,4655;33252,718;
670,4790;44704,852;652,7527;33236,224;
670,7679;44565,72;653,0399;33141,301;
671,0568;44614,676;653,3271;33094,783;
671,3457;44635,791;653,6143;33079,134;
671,6346;44622,425;653,9015;32902,62;
671,9235;44698,744;654,1887;32833,688;
672,2124;44851,99;654,4759;32743,975;
672,5013;44602,065;654,7630;32641,923;
672,7902;44968,589;655,0502;32551,137;
673,0791;44628,253;655,3374;32490,868;
673,3680;44943,558;655,6246;32525,143;
673,6569;44980,057;655,9118;32505,499;
673,9458;44986,564;656,1990;32322,243;
674,2347;45095,945;656,4862;32316,884;
674,5236;45043,743;656,7734;32273,556;
674,8125;45066,426;657,0606;32201,383;
675,1013;45259,488;657,3478;32087,96;
675,3902;45106,52;657,6350;32015,613;
675,6791;45335,268;657,9221;31976,087;
675,9680;44965,438;658,2093;31974,186;
676,2569;45135,432;658,4965;31948,485;
676,5458;44961,06;658,7837;31790,53;
676,8347;45347,222;659,0709;31726,283;
677,1236;45130,791;659,3581;31777,827;
677,4125;45131,61;659,6453;31760,586;
677,7014;45074,682;659,9325;31668,362;
677,9903;44948,423;660,2197;31584,798;
678,2792;45222,5;660,5069;31598,011;
678,5681;45134,78;660,7941;31524,456;
678,8570;45191,754;661,0813;31526,584;
679,1459;45085,463;661,3684;31487,607;
679,4348;44971,277;661,6556;31400,335;
679,7236;45031,249;661,9428;31436,574;
680,0125;44916,822;662,2300;31454,138;
680,3014;45196,848;662,5172;31325,766;
680,5903;44882,976;662,8044;31227,229;
680,8792;45218,684;663,0916;31147,084;
681,1681;45079,84;663,3788;31218,109;
681,4570;45110,622;663,6660;31300,601;
681,7459;45072,564;663,9532;31233,853;
682,0348;45329,718;664,2404;31209,26;
682,3237;45216,729;664,5275;31204,029;
682,6126;45102,527;664,8147;31158,469;
682,9015;45082,1;665,1019;31173,13;
683,1904;45264,837;665,3891;31176,884;
683,4793;45253,77;665,6763;31254,632;
683,7682;45185,222;665,9635;31137,773;
684,0571;45174,424;666,2507;31055,635;
684,3459;45402,949;666,5379;31042,168;
684,6348;45413,993;666,8251;31079,972;
684,9237;45361,226;667,1123;30977,649;
685,2126;45301,365;667,3995;30974,991;
685,5015;45583,969;667,6867;31063,234;
685,7904;45476,126;667,9738;30986,133;
686,0793;45577,552;668,2610;30921,995;
686,3682;45416,056;668,5482;30883,168;
686,6571;45619,255;668,8354;30758,652;
686,9460;45630,191;669,1226;30705,098;
687,2349;45692,146;669,4098;30588,352;
687,5238;45712,017;669,6970;30584,963;
687,8127;45896,228;669,9842;30587,571;
688,1016;45744,729;670,2714;30491,899;
688,3905;45800,974;670,5586;30375,053;
688,6794;45719,34;670,8458;30263,051;
688,9683;45907,267;671,1329;30107,657;
689,2571;45687,888;671,4201;29969,097;
689,5460;45914,834;671,7073;29848,803;
689,8349;46041,606;671,9945;29755,114;
690,1238;45985,014;672,2817;29658,225;
690,4127;45978,556;672,5689;29607,257;
690,7016;46194,211;672,8561;29483,081;
690,9905;46150,797;673,1433;29334,585;
691,2794;46228,654;673,4305;29309,759;
691,5683;46290,856;673,7177;29257,818;
691,8572;46383,325;674,0049;29088,594;
692,1461;46260,175;674,2920;28936,729;
692,4350;46512,203;674,5792;28794,058;
692,7239;46459,677;674,8664;28730,51;
693,0128;46384,768;675,1536;28646,962;
693,3017;46240,23;675,4408;28570,945;
693,5906;46056,806;675,7280;28544,995;
693,8794;45798,62;676,0152;28411,461;
694,1683;45470,061;676,3024;28287,018;
694,4572;45209,605;676,5896;28196,796;
694,7461;45046,91;676,8768;28022,254;
695,0350;45037,222;677,1640;27998,324;
695,3239;44884,53;677,4512;27975,656;
695,6128;44625,706;677,7383;27886,004;
695,9017;44460,347;678,0255;27762,946;
696,1906;44368,496;678,3127;27767,663;
696,4795;43991,017;678,5999;27733,674;
696,7684;43907,217;678,8871;27747,114;
697,0573;43658,42;679,1743;27669,262;
697,3462;43447,282;679,4615;27498,122;
697,6351;43320,755;679,7487;27305,403;
697,9240;43071,793;680,0359;27276,93;
698,2129;43242,538;680,3231;27164,307;
698,5017;42968,605;680,6103;27044,125;
698,7906;42841,754;680,8974;26925,931;
699,0795;42512,441;681,1846;26812,135;
699,3684;42364,402;681,4718;26699,961;
699,6573;42353,875;681,7590;26572,743;
699,9462;42090,717;682,0462;26408,057;
700,2351;42040,811;682,3334;26379,134;
700,5240;41887,524;682,6206;26209,797;
700,8129;41843,53;682,9078;26087,919;
701,1018;41733,485;683,1950;25980,917;
701,3907;41560,446;683,4822;25920,475;
701,6796;41520,041;683,7694;25813,62;
701,9685;41204,005;684,0566;25688,067;
702,2574;41396,361;684,3437;25549,908;
702,5463;41166,931;684,6309;25385,14;
702,8352;41040,887;684,9181;25302,698;
703,1240;40773,766;685,2053;25196,642;
703,4129;40681,283;685,4925;25086,151;
703,7018;40322,781;685,7797;25034,987;
703,9907;40324,777;686,0669;24910,606;
704,2796;40140,777;686,3541;24777,591;
704,5685;40101,859;686,6413;24761,088;
704,8574;39946,563;686,9285;24644,313;
705,1463;39783,37;687,2157;24539,99;
705,4352;39707,38;687,5028;24459,371;
705,7241;39609,888;687,7900;24432,803;
706,0130;39151,265;688,0772;24358,819;
706,3019;39223,131;688,3644;24195,855;
706,5908;38976,711;688,6516;24085,739;
706,8797;38843,672;688,9388;23985,047;
707,1686;38583,741;689,2260;23955,534;
707,4575;38564,147;689,5132;23926,252;
707,7463;38356,91;689,8004;23825,775;
708,0352;38188,203;690,0876;23698,255;
708,3241;37899,794;690,3748;23518,538;
708,6130;37841,682;690,6619;23390,581;
708,9019;37586,023;690,9491;23382,025;
709,1908;37559,397;691,2363;23315,426;
709,4797;37329,737;691,5235;23205,429;
709,7686;37188,968;691,8107;23090,929;
710,0575;36790,443;692,0979;23005,776;
710,3464;36854,045;692,3851;22890,015;
710,6353;36667,023;692,6723;22743,349;
710,9242;36549,819;692,9595;22700,524;
711,2131;36350,665;693,2467;22563,052;
711,5020;36106,477;693,5339;22486,162;
711,7909;35865,93;693,8211;22377,482;
712,0798;35797,72;694,1082;22374,598;
712,3686;35631,033;694,3954;22256,816;
712,6575;35473,288;694,6826;22144,214;
712,9464;35153,933;694,9698;22068,117;
713,2353;35047,159;695,2570;21978,765;
713,5242;34915,465;695,5442;21919,401;
713,8131;34721,379;695,8314;21732,827;
714,1020;34454,46;696,1186;21639,058;
714,3909;34384,024;696,4058;21521,347;
714,6798;34187,963;696,6930;21419,3;
714,9687;33988,224;696,9802;21293,62;
715,2576;33785,005;697,2673;21244,926;
715,5465;33576,409;697,5545;21215,941;
715,8354;33326,977;697,8417;21087,107;
716,1243;33215,361;698,1289;20961,258;
716,4132;32941,73;698,4161;20856,263;
716,7021;32776,416;698,7033;20746,538;
716,9909;32582,401;698,9905;20655,628;
717,2798;32557,253;699,2777;20585,42;
717,5687;32346,862;699,5649;20487,365;
717,8576;32137,08;699,8521;20387,232;
718,1465;31840,208;700,1393;20274,23;
718,4354;31650,891;700,4265;20177,994;
718,7243;31536,126;700,7136;20106,043;
719,0132;31348,549;701,0008;19930,822;
719,3021;31053;701,2880;19767,377;
719,5910;30967,466;701,5752;19736,726;
719,8799;30877,988;701,8624;19628,764;
720,1688;30817,084;702,1496;19475,226;
720,4577;30500,172;702,4368;19362,753;
720,7466;30404,492;702,7240;19280,159;
721,0355;30329,769;703,0112;19139,302;
721,3244;30098,093;703,2984;19031,855;
721,6132;29921,686;703,5856;18971,582;
721,9021;29765,922;703,8727;18836,194;
722,1910;29329,774;704,1599;18744,212;
722,4799;29147,874;704,4471;18555,922;
722,7688;28806,946;704,7343;18564,206;
723,0577;28577,279;705,0215;18443,341;
723,3466;28378,696;705,3087;18356,665;
723,6355;28017,296;705,5959;18176,936;
723,9244;27697,44;705,8831;18054,764;
724,2133;27532,273;706,1703;17925,655;
724,5022;27287,396;706,4575;17798,21;
724,7911;26984,757;706,7447;17810,648;
725,0800;26730,729;707,0319;17720,546;
725,3689;26503,22;707,3190;17511,613;
725,6578;26256,301;707,6062;17413,69;
725,9467;26034,352;707,8934;17252,463;
726,2355;25828,849;708,1806;17200,342;
726,5244;25586,946;708,4678;17091,39;
726,8133;25307,208;708,7550;16958,671;
727,1022;25045,869;709,0422;16848,594;
727,3911;24856,317;709,3294;16735,715;
727,6800;24658,194;709,6166;16631,344;
727,9689;24453,181;709,9038;16511,486;
728,2578;24316,883;710,1910;16389,246;
728,5467;24090,848;710,4781;16242,582;
728,8356;23848,424;710,7653;16132,271;
729,1245;23634,929;711,0525;16019,268;
729,4134;23442,219;711,3397;15914,414;
729,7023;23206,142;711,6269;15851,67;
729,9912;22994,547;711,9141;15729,426;
730,2801;22799,074;712,2013;15569,308;
730,5690;22592,141;712,4885;15434,184;
730,8578;22395,879;712,7757;15327,801;
731,1467;22165,718;713,0629;15230,745;
731,4356;21842,651;713,3501;15166,667;
731,7245;21717,518;713,6372;15040,496;
732,0134;21580,716;713,9244;14937,819;
732,3023;21311,898;714,2116;14794,886;
732,5912;21122,374;714,4988;14694,854;
732,8801;20926,025;714,7860;14594,362;
733,1690;20704,115;715,0732;14444,054;
733,4579;20500,388;715,3604;14345,514;
733,7468;20277,004;715,6476;14240,134;
734,0357;20051,469;715,9348;14126,181;
734,3246;19915,796;716,2220;14036,172;
734,6135;19729,931;716,5092;13848,187;
734,9024;19523,333;716,7964;13814,279;
735,1913;19372,749;717,0835;13646,319;
735,4801;19210,599;717,3707;13571,14;
735,7690;18971,826;717,6579;13446,753;
736,0579;18742,192;717,9451;13329,9;
736,3468;18561,618;718,2323;13185,233;
736,6357;18379,169;718,5195;13101,192;
736,9246;18202,752;718,8067;12989,462;
737,2135;18032,314;719,0939;12866,914;
737,5024;17834,151;719,3811;12784,295;
737,7913;17665,21;719,6683;12731,097;
738,0802;17464,607;719,9555;12546,502;
738,3691;17286,874;720,2426;12466,568;
738,6580;17047,536;720,5298;12341,994;
738,9469;16830,022;720,8170;12282,083;
739,2358;16638,672;721,1042;12145,25;
739,5247;16490,084;721,3914;12040,189;
739,8136;16310,138;721,6786;11908,061;
740,1024;16148,774;721,9658;11808,198;
740,3913;15960,305;722,2530;11744,958;
740,6802;15807,417;722,5402;11576,616;
740,9691;15636,016;722,8274;11497,195;
741,2580;15523,164;723,1146;11378,806;
741,5469;15323,866;723,4018;11281,439;
