Wavelength [nm]	intensity
562.2875	31714.53
562.5747	31824.716
562.8618	31917.028
563.149	32001.4
563.4362	32070.623
563.7234	32259.514
564.0106	32313.256
564.2978	32405.928
564.585	32652.192
564.8722	32697.202
565.1594	32941.42
565.4466	32853.577
565.7338	33148.757
566.021	33253.611
566.3081	33272.994
566.5953	33374.044
566.8825	33523.71
567.1697	33632.193
567.4569	33795.041
567.7441	33807.763
568.0313	34066.421
568.3185	34229.12
568.6057	34314.281
568.8929	34499.217
569.1801	34759.33
569.4672	34776.957
569.7544	34859.129
570.0416	34958.761
570.3288	35124.308
570.616	35238.099
570.9032	35509.498
571.1904	35637.166
571.4776	35672.827
571.7648	35703.819
572.052	35969.984
572.3392	36139.964
572.6264	36204.238
572.9135	36341.988
573.2007	36561.341
573.4879	36751.125
573.7751	36830.626
574.0623	36957.036
574.3495	37191.223
574.6367	37383.585
574.9239	37506.262
575.2111	37622.203
575.4983	37773.889
575.7855	37850.981
576.0726	38001.906
576.3598	38130.479
576.647	38263.998
576.9342	38520.409
577.2214	38630.179
577.5086	38731.876
577.7958	38888.275
578.083	39061.143
578.3702	39231.037
578.6574	39406.975
578.9446	39576.641
579.2317	39665.702
579.5189	39862.869
579.8061	40073.689
580.0933	40265.238
580.3805	40340.981
580.6677	40477.742
580.9549	40801.021
581.2421	40886.403
581.5293	41169.9
581.8165	41303.929
582.1037	41421.685
582.3909	41633.958
582.678	41814.747
582.9652	42036.452
583.2524	42206.775
583.5396	42433.907
583.8268	42747.25
584.114	42908.946
584.4012	43079.251
584.6884	43269.759
584.9756	43356.239
585.2628	43733.455
585.55	43893.558
585.8371	43981.021
586.1243	44091.184
586.4115	44235.126
586.6987	44601.369
586.9859	44703.804
587.2731	44847.623
587.5603	44936.061
587.8475	44865.961
588.1347	45018.322
588.4219	45314.292
588.7091	45380.765
588.9963	45506.525
589.2834	45521.887
589.5706	45744.429
589.8578	45829.803
590.145	45888.994
590.4322	46051.776
590.7194	46225.521
591.0066	46323.855
591.2938	46380.52
591.581	46435.508
591.8682	46632.286
592.1554	46801.86
592.4425	46959.725
592.7297	46999.107
593.0169	47137.222
593.3041	47395.822
593.5913	47414.245
593.8785	47420.872
594.1657	47649.435
594.4529	47709.18
594.7401	47848.213
595.0273	47761.741
595.3145	48075.408
595.6017	48018.087
595.8888	48204.488
596.176	48268.52
596.4632	48421.253
596.7504	48401.885
597.0376	48659.728
597.3248	48682.255
597.612	48888.399
597.8992	48853.196
598.1864	49068.377
598.4736	49203.356
598.7608	49311.354
599.0479	49246.476
599.3351	49432.755
599.6223	49476.163
599.9095	49513.476
600.1967	49658.173
600.4839	49733.394
600.7711	49664.513
601.0583	49732.29
601.3455	49777.148
601.6327	49864.929
601.9199	49813.554
602.207	49934.3
602.4942	49965.571
602.7814	50211.146
603.0686	50229.772
603.3558	50256.023
603.643	50383.588
603.9302	50505.555
604.2174	50646.415
604.5046	50514.953
604.7918	50467.354
605.079	50597.548
605.3662	50704.707
605.6533	50862.622
605.9405	50892.446
606.2277	50972.722
606.5149	51103.339
606.8021	51098.957
607.0893	51132.315
607.3765	51113.042
607.6637	51145.089
607.9509	51199.241
608.2381	51185.504
608.5253	51230.478
608.8124	51331.02
609.0996	51375.412
609.3868	51393.081
609.674	51462.951
609.9612	51564.335
610.2484	51614.822
610.5356	51508.441
610.8228	51522.978
611.11	51652.246
611.3972	51775.87
611.6844	51865.058
611.9716	51741.364
612.2587	51718.672
612.5459	51737.156
612.8331	51645.157
613.1203	51612.33
613.4075	51741.226
613.6947	51732.75
613.9819	51707.458
614.2691	51879.681
614.5563	51978.958
614.8435	51875.784
615.1307	51803.67
615.4178	51846.578
615.705	51957.085
615.9922	51891.559
616.2794	51834.894
616.5666	51965.549
616.8538	51939.234
617.141	51862.963
617.4282	52000.185
617.7154	51827.123
618.0026	51862.302
618.2898	51835.424
618.5769	51796.209
618.8641	51803.056
619.1513	51748.052
619.4385	51744.875
619.7257	51820.205
620.0129	51602.188
620.3001	51557.375
620.5873	51549.214
620.8745	51596.3
621.1617	51499.673
621.4489	51569.888
621.7361	51494.277
622.0232	51467.993
622.3104	51496.596
622.5976	51417.773
622.8848	51450.555
623.172	51344.997
623.4592	51288.268
623.7464	51228.282
624.0336	51199.419
624.3208	51144.082
624.608	51066.24
624.8952	51077.587
625.1823	50974.97
625.4695	50969.471
625.7567	51038.145
626.0439	50899.577
626.3311	50716.93
626.6183	50779.747
626.9055	50919.694
627.1927	50759.743
627.4799	50578.976
627.7671	50422.794
628.0543	50433.662
628.3415	50599.467
628.6286	50321.093
628.9158	50093.203
629.203	50178.156
629.4902	50072.828
629.7774	49960.712
630.0646	49953.759
630.3518	49776.774
630.639	49912.025
630.9262	49759.556
631.2134	49715.968
631.5006	49622.536
631.7877	49308.074
632.0749	49453.674
632.3621	49558.281
632.6493	49484.771
632.9365	49336.273
633.2237	49137.831
633.5109	49001.092
633.7981	48764.809
634.0853	48759.299
634.3725	48871.041
634.6597	48752.068
634.9468	48780.335
635.234	48713.032
635.5212	48539.882
635.8084	48493.975
636.0956	48396.236
636.3828	48451.877
636.67	48135.197
636.9572	48322.042
637.2444	48119.458
637.5316	48048.225
637.8188	47812.472
638.106	47838.122
638.3931	47861.742
638.6803	47588.98
638.9675	47650.283
639.2547	47426.465
639.5419	47208.267
639.8291	47261.04
640.1163	47327.947
640.4035	47150.29
640.6907	47068.173
640.9779	46990.948
641.2651	46833.994
641.5522	46772.058
641.8394	46646.812
642.1266	46505.276
642.4138	46426.838
642.701	46291.139
642.9882	46329.215
643.2754	46398.216
643.5626	46095.654
643.8498	46114.372
644.137	46075.798
644.4242	45815.416
644.7114	45685.958
644.9985	45721.802
645.2857	45642.338
645.5729	45564.701
645.8601	45410.732
646.1473	45244.168
646.4345	45184.644
646.7217	45202.435
647.0089	45023.045
647.2961	45022.723
647.5833	44917.002
647.8705	44942.657
648.1576	44858.345
648.4448	44643.828
648.732	44506.308
649.0192	44543.313
649.3064	44198.684
649.5936	44160.05
649.8808	44150.417
650.168	44194.961
650.4552	44001.217
650.7424	43836.279
651.0296	43910.336
651.3168	43832.559
651.6039	43631.114
651.8911	43640.877
652.1783	43478.907
652.4655	43325.095
652.7527	43292.481
653.0399	43176.471
653.3271	43129.434
653.6143	43048.871
653.9015	42935.26
654.1887	42848.794
654.4759	42700.388
654.763	42545.144
655.0502	42433.43
655.3374	42361.732
655.6246	42387.721
655.9118	42333.487
656.199	42152.797
656.4862	42076.649
656.7734	41993.643
657.0606	41939.636
657.3478	41808.452
657.635	41673.565
657.9221	41615.606
658.2093	41594.981
658.4965	41565.941
658.7837	41407.264
659.0709	41350.318
659.3581	41357.001
659.6453	41320.48
659.9325	41251.862
660.2197	41138.493
660.5069	41150.584
660.7941	41067.707
661.0813	41060.398
661.3684	41052.063
661.6556	40952.666
661.9428	40921.476
662.23	40889.678
662.5172	40827.033
662.8044	40713.094
663.0916	40605.158
663.3788	40660.502
663.666	40801.941
663.9532	40753.896
664.2404	40675.912
664.5275	40613.264
664.8147	40580.321
665.1019	40592.807
665.3891	40563.023
665.6763	40652.009
665.9635	40534.724
666.2507	40394.116
666.5379	40380.262
666.8251	40461.361
667.1123	40294.788
667.3995	40331.84
667.6867	40443.701
667.9738	40342.738
668.261	40254.184
668.5482	40170.74
668.8354	39996.181
669.1226	39936.621
669.4098	39812.342
669.697	39811.422
669.9842	39832.603
670.2714	39716.039
670.5586	39540.061
670.8458	39394.73
671.1329	39195.82
671.4201	39001.34
671.7073	38870.013
671.9945	38731.11
672.2817	38588.647
672.5689	38522.486
672.8561	38411.567
673.1433	38202.481
673.4305	38154.986
673.7177	38075.056
674.0049	37878.434
674.292	37717.226
674.5792	37543.6
674.8664	37429.27
675.1536	37288.311
675.4408	37219.837
675.728	37199.089
676.0152	37044.156
676.3024	36845.216
676.5896	36728.238
676.8768	36507.288
677.164	36463.322
677.4512	36484.581
677.7383	36374.789
678.0255	36220.631
678.3127	36218.713
678.5999	36144.139
678.8871	36147.763
679.1743	36042.507
679.4615	35865.4
679.7487	35620.68
680.0359	35517.641
680.3231	35335.42
680.6103	35219.731
680.8974	35094.061
681.1846	34928.905
681.4718	34783.819
681.759	34643.914
682.0462	34419.571
682.3334	34387.328
682.6206	34142.792
682.9078	33972.334
683.195	33839.338
683.4822	33767.172
683.7694	33634.125
684.0566	33491.368
684.3437	33296.489
684.6309	33072.319
684.9181	32966.9
685.2053	32805.479
685.4925	32697.968
685.7797	32629.06
686.0669	32433.211
686.3541	32275.579
686.6413	32309.066
686.9285	32154.688
687.2157	31997.376
687.5028	31893.465
687.79	31814.29
688.0772	31660.378
688.3644	31520.26
688.6516	31405.193
688.9388	31224.901
689.226	31196.037
689.5132	31170.141
689.8004	31035.518
690.0876	30867.044
690.3748	30626.589
690.6619	30479.054
690.9491	30434.39
691.2363	30356.452
691.5235	30265.864
691.8107	30124.659
692.0979	29968.431
692.3851	29788.218
692.6723	29652.981
692.9595	29618.423
693.2467	29419.566
693.5339	29320.04
693.8211	29158.121
694.1082	29148.074
694.3954	28985.909
694.6826	28854.299
694.9698	28740.412
695.257	28624.317
695.5442	28546.045
695.8314	28328.948
696.1186	28215.127
696.4058	28077.327
696.693	27933.973
696.9802	27760.528
697.2673	27700.012
697.5545	27694.533
697.8417	27526.259
698.1289	27378.504
698.4161	27180.675
698.7033	26987.377
698.9905	26900.374
699.2777	26817.178
699.5649	26689.182
699.8521	26557.922
700.1393	26383.776
700.4265	26275.061
700.7136	26181.61
701.0008	25977.062
701.288	25742.31
701.5752	25693.107
701.8624	25545.15
702.1496	25416.356
702.4368	25305.605
702.724	25194.938
703.0112	24965.327
703.2984	24820.546
703.5856	24737.706
703.8727	24562.085
704.1599	24448.643
704.4471	24230.755
704.7343	24202.258
705.0215	24021.823
705.3087	23878.972
705.5959	23720.58
705.8831	23535.858
706.1703	23379.509
706.4575	23238.81
706.7447	23204.549
707.0319	23057.501
707.319	22887.429
707.6062	22656.377
707.8934	22503.392
708.1806	22423.972
708.4678	22262.841
708.755	22119.1
709.0422	21962.623
709.3294	21820.115
709.6166	21652.931
709.9038	21501.116
710.191	21376.952
710.4781	21203.574
710.7653	21001.707
711.0525	20889.313
711.3397	20795.575
711.6269	20705.174
711.9141	20476.72
712.2013	20305.017
712.4885	20170.95
712.7757	20051.71
713.0629	19893.962
713.3501	19761.25
713.6372	19577.683
713.9244	19502.853
714.2116	19324.481
714.4988	19150.243
714.786	19071.359
715.0732	18853.266
715.3604	18743.695
715.6476	18588.269
715.9348	18440.328
716.222	18279.548
716.5092	18061.318
716.7964	18003.75
717.0835	17779.846
717.3707	17755.959
717.6579	17507.456
717.9451	17378.634
718.2323	17176.879
718.5195	17069.18
718.8067	16963.319
719.0939	16763.296
719.3811	16682.665
719.6683	16620.914
719.9555	16331.795
720.2426	16239.274
720.5298	16072.2
720.817	16031.41
721.1042	15831.142
721.3914	15682.829
721.6786	15522.45
721.9658	15438.734
722.253	15259.639
722.5402	15135.997
722.8274	14979.779
723.1146	14870.937
723.4018	14732.37
723.6889	14586.392
723.9761	14468.072
724.2633	14281.379
724.5505	14242.343
724.8377	14102.409
725.1249	13976.963
725.4121	13822.617
725.6993	13706.62
725.9865	13551.642
726.2737	13403.419
726.5609	13321.957
726.848	13166.298
727.1352	13066.901
727.4224	12930.331
727.7096	12801.479
727.9968	12679.253
728.284	12572.475
728.5712	12456.248
728.8584	12323.809
729.1456	12214.74
729.4328	12104.934
729.72	11997.714
730.0071	11886.928
730.2943	11726.859
730.5815	11600.835
730.8687	11522.896
731.1559	11378.941
731.4431	11283.348
731.7303	11169.691
732.0175	11065.554
732.3047	10948.158
732.5919	10833.43
732.8791	10701.366
733.1663	10607.122
733.4534	10510.339
733.7406	10414.735
734.0278	10324.964
734.315	10210.291
734.6022	10131.381
734.8894	10016.538
735.1766	9887.4965
735.4638	9778.4984
735.751	9638.2419
736.0382	9558.9419
736.3254	9478.8509
736.6125	9357.0629
736.8997	9277.9237
737.1869	9208.4037
737.4741	9107.6816
737.7613	9011.4295
738.0485	8927.4167
738.3357	8838.4595
738.6229	8732.1235
738.9101	8640.6032
739.1973	8557.9775
739.4845	8451.4639
739.7717	8367.3358
740.0588	8286.7324
740.346	8183.4061
740.6332	8095.1113
740.9204	8010.9627
741.2076	7917.6908
741.4948	7830.065
741.782	7740.2999
742.0692	7645.1745
742.3564	7580.1816
742.6436	7488.8738
742.9308	7395.8636
743.2179	7308.7602
743.5051	7217.6318
743.7923	7153.8145
744.0795	7084.9947
744.3667	7017.5475
744.6539	6946.8361
744.9411	6847.7309
745.2283	6767.3738
745.5155	6701.7701
745.8027	6637.8008
746.0899	6570.5159
746.377	6479.4209
746.6642	6403.1887
746.9514	6360.9568
747.2386	6289.4636
747.5258	6239.8514
747.813	6167.1763
748.1002	6088.4163
748.3874	6017.362
748.6746	5960.8013
748.9618	5921.4697
749.249	5856.9858
749.5362	5801.347
749.8233	5744.4224
750.1105	5680.0659
750.3977	5604.5531
750.6849	5582.7216
750.9721	5534.3584
751.2593	5479.7499
751.5465	5439.4925
751.8337	5379.6629
752.1209	5329.5913
752.4081	5289.5842
752.6953	5265.0013
752.9824	5201.1691
753.2696	5162.6354
753.5568	5138.1662
753.844	5105.8589
754.1312	5066.6884
754.4184	5030.749
754.7056	5008.1077
754.9928	4971.6877
755.28	4930.9751
755.5672	4912.3752
755.8544	4887.3761
756.1416	4872.6003
756.4287	4821.9168
756.7159	4803.8873
757.0031	4806.6844
757.2903	4794.68
757.5775	4783.9277
757.8647	4737.0416
758.1519	4735.4699
758.4391	4759.2424
758.7263	4722.391
759.0135	4717.838
759.3007	4715.3965
759.5878	4703.0033
759.875	4713.3391
760.1622	4689.834
760.4494	4678.8418
760.7366	4717.5952
761.0238	4718.8434
761.311	4725.8918
761.5982	4750.4955
761.8854	4759.4418
762.1726	4752.0419
762.4598	4780.4607
762.747	4777.2148
763.0341	4784.4984
763.3213	4806.1277
763.6085	4821.1251
763.8957	4858.2866
764.1829	4887.2595
764.4701	4896.8925
764.7573	4936.7848
765.0445	4956.7396
765.3317	4973.6861
765.6189	5008.6597
765.9061	5043.1192
766.1932	5077.979
766.4804	5096.9676
766.7676	5121.6892
767.0548	5164.1844
767.342	5207.5267
767.6292	5242.126
767.9164	5272.249
768.2036	5302.9882
768.4908	5339.3558
768.778	5379.4887
769.0652	5424.9442
769.3523	5472.4895
769.6395	5503.6311
769.9267	5548.8973
770.2139	5604.122
770.5011	5638.8098
770.7883	5683.0968
771.0755	5721.4849
771.3627	5781.749
771.6499	5834.1104
771.9371	5859.5932
772.2243	5903.0258
772.5115	5945.9141
772.7986	5971.212
773.0858	6036.8349
773.373	6064.5319
773.6602	6121.8818
773.9474	6166.3247
774.2346	6203.8031
774.5218	6273.4243
774.809	6312.7269
775.0962	6351.2408
775.3834	6407.4869
775.6706	6409.4217
775.9577	6459.9188
776.2449	6523.8103
776.5321	6586.5446
776.8193	6609.9481
777.1065	6652.8825
777.3937	6678.3432
777.6809	6735.1101
777.9681	6788.5102
778.2553	6819.2302
778.5425	6874.791
778.8297	6916.3889
779.1169	6966.1794
779.404	6990.5113
779.6912	7014.9467
779.9784	7062.7772
780.2656	7080.2737
780.5528	7132.5263
780.84	7214.1677
781.1272	7226.58
781.4144	7231.298
781.7016	7278.4357
781.9888	7292.1613
782.276	7347.403
782.5631	7364.4337
782.8503	7424.2621
783.1375	7443.3687
783.4247	7437.3838
783.7119	7472.4521
783.9991	7504.5776
784.2863	7534.2578
784.5735	7580.643
784.8607	7589.545
785.1479	7620.9306
785.4351	7634.6505
785.7222	7659.7966
786.0094	7678.2222
786.2966	7716.7661
786.5838	7733.8222
786.871	7759.8528
787.1582	7751.8603
787.4454	7763.3085
787.7326	7807.9483
788.0198	7847.6441
788.307	7857.3096
788.5942	7838.7435
788.8814	7852.4618
789.1685	7874.3034
789.4557	7918.7429
789.7429	7918.0504
790.0301	7894.241
790.3173	7905.0465
790.6045	7910.6413
790.8917	7911.5345
791.1789	7926.6319
791.4661	7923.832
791.7533	7917.8241
792.0405	7935.4411
792.3276	7963.5873
792.6148	7958.0369
792.902	7947.6739
793.1892	7936.8935
793.4764	7946.271
793.7636	7918.1885
794.0508	7928.914
794.338	7935.8758
794.6252	7930.5577
794.9124	7919.6664
795.1996	7928.6588
795.4868	7914.0025
795.7739	7909.4776
796.0611	7905.3616
796.3483	7918.9826
796.6355	7907.5538
796.9227	7898.5462
797.2099	7860.1239
797.4971	7857.4241
797.7843	7816.0452
798.0715	7829.6233
798.3587	7820.7874
798.6459	7818.2477
798.933	7735.276
799.2202	7798.6316
799.5074	7747.0817
799.7946	7750.6176
800.0818	7703.9488
800.369	7695.7039
800.6562	7698.2797
800.9434	7700.7383
801.2306	7666.4524
801.5178	7663.5
801.805	7599.2606
802.0922	7560.3966
802.3793	7568.6864
802.6665	7543.0398
802.9537	7490.7587
803.2409	7478.8872
803.5281	7416.4089
803.8153	7404.3316
804.1025	7344.9749
804.3897	7355.0141
804.6769	7314.6075
804.9641	7291.9472
805.2513	7280.322
805.5384	7226.5504
805.8256	7210.8636
806.1128	7177.6864
806.4	7151.1734
806.6872	7113.5873
806.9744	7065.5004
807.2616	7053.3583
807.5488	7015.1552
807.836	6989.9362
808.1232	6974.3749
808.4104	6938.4328
808.6975	6906.688
808.9847	6884.1909
809.2719	6870.8774
809.5591	6835.9735
809.8463	6803.1958
810.1335	6786.0374
810.4207	6761.1776
810.7079	6743.724
810.9951	6719.571
811.2823	6682.1793
811.5695	6676.4659
811.8567	6640.4611
812.1438	6612.2237
812.431	6558.2948
812.7182	6543.981
813.0054	6519.0832
813.2926	6508.1734
813.5798	6478.5358
813.867	6439.3831
814.1542	6408.6846
814.4414	6391.7754
814.7286	6313.7068
815.0158	6274.0785
815.3029	6227.2452
815.5901	6177.4022
815.8773	6135.9425
816.1645	6120.8103
816.4517	6083.0682
816.7389	6028.1108
817.0261	5992.6946
817.3133	5947.9676
817.6005	5888.0705
817.8877	5854.6799
818.1749	5810.6781
818.4621	5759.2837
818.7492	5696.2656
819.0364	5685.8355
819.3236	5625.2422
819.6108	5566.9877
819.898	5527.0203
820.1852	5479.5072
820.4724	5459.2872
820.7596	5384.0561
821.0468	5342.5798
821.334	5304.7991
821.6212	5245.7171
821.9083	5222.1743
822.1955	5167.6872
822.4827	5130.6316
822.7699	5087.6632
823.0571	5055.4417
823.3443	5026.8724
823.6315	4973.3372
823.9187	4925.6509
824.2059	4881.9332
824.4931	4831.9326
824.7803	4780.361
825.0674	4732.8274
825.3546	4688.669
825.6418	4658.5355
825.929	4631.0371
826.2162	4586.8874
826.5034	4545.0575
826.7906	4503.3738
827.0778	4453.7168
827.365	4432.2479
827.6522	4380.8341
827.9394	4338.5845
828.2266	4296.9176
828.5137	4256.867
828.8009	4220.6691
829.0881	4191.8759
829.3753	4142.5402
829.6625	4092.4001
829.9497	4069.8331
830.2369	4033.618
830.5241	3985.1722
830.8113	3967.1721
831.0985	3910.1127
831.3857	3864.1106
831.6728	3826.0023
831.96	3802.8025
832.2472	3760.0471
832.5344	3735.4415
832.8216	3679.0113
833.1088	3652.4998
833.396	3607.5526
833.6832	3571.7459
833.9704	3531.4126
834.2576	3468.9503
834.5448	3430.95
834.832	3421.2243
835.1191	3370.2228
835.4063	3351.7579
835.6935	3306.3307
835.9807	3269.281
836.2679	3223.8787
836.5551	3202.2155
836.8423	3168.9564
837.1295	3132.3657
837.4167	3092.7299
837.7039	3065.9273
837.9911	3030.8414
838.2782	2998.1388
838.5654	2959.1727
838.8526	2915.3422
839.1398	2881.4765
839.427	2845.0736
839.7142	2808.8602
840.0014	2790.075
840.2886	2755.6741
840.5758	2720.9469
840.863	2689.6375
841.1502	2662.0676
841.4373	2627.1271
841.7245	2579.8772
842.0117	2557.9294
842.2989	2527.0354
842.5861	2501.9728
842.8733	2459.6026
843.1605	2421.716
843.4477	2407.7545
843.7349	2371.8219
844.0221	2328.5418
844.3093	2310.083
844.5965	2267.85
844.8836	2252.4655
845.1708	2215.6011
845.458	2184.5803
845.7452	2147.2761
846.0324	2130.6561
846.3196	2095.4755
846.6068	2071.4577
846.894	2029.5194
847.1812	2015.4383
847.4684	1988.6646
847.7556	1965.0587
848.0427	1936.5091
848.3299	1900.1522
848.6171	1880.2285
848.9043	1853.654
849.1915	1825.1793
849.4787	1791.8689
849.7659	1761.2434
850.0531	1743.1889
850.3403	1713.3724
850.6275	1686.8958
850.9147	1661.6817
851.2019	1636.269
851.489	1605.4477
851.7762	1576.4808
852.0634	1555.6691
852.3506	1539.2105
852.6378	1512.8631
852.925	1484.2005
853.2122	1464.5405
853.4994	1443.418
853.7866	1423.6998
854.0738	1398.7096
854.361	1381.1778
854.6481	1353.8007
854.9353	1337.3521
855.2225	1318.4198
855.5097	1289.4405
855.7969	1266.6476
856.0841	1239.842
856.3713	1220.7582
856.6585	1214.2411
856.9457	1191.9901
857.2329	1171.7566
857.5201	1143.4773
857.8073	1123.2512
858.0944	1113.9373
858.3816	1079.7098
858.6688	1072.6113
858.956	1052.7757
859.2432	1033.4502
859.5304	1016.4478
859.8176	1003.904
860.1048	985.34768
860.392	961.12362
860.6792	946.49429
860.9664	926.85551
861.2535	914.61765
861.5407	900.32857
861.8279	894.48267
862.1151	873.39794
862.4023	856.65601
862.6895	847.5555
862.9767	829.76349
863.2639	817.5262
863.5511	801.36062
863.8383	786.83924
864.1255	774.56777
864.4126	756.34503
864.6998	744.60277
864.987	734.04229
865.2742	717.41415
865.5614	705.07265
865.8486	695.88747
866.1358	691.15002
866.423	685.39998
866.7102	670.28158
866.9974	658.65577
867.2846	642.41266
867.5718	633.03116
867.8589	626.68482
868.1461	620.62425
868.4333	617.99547
868.7205	591.97783
869.0077	582.58424
869.2949	573.99506
869.5821	587.06978
869.8693	566.07749
870.1565	567.8879
870.4437	557.63649
870.7309	546.77159
871.018	540.16777
871.3052	537.87952
871.5924	531.14493
871.8796	526.32368
872.1668	515.60253
872.454	520.04041
872.7412	522.41798
873.0284	514.18275
873.3156	504.53802
873.6028	501.87927
873.89	494.95255
874.1772	496.13046
874.4643	488.27369
874.7515	482.49538
875.0387	481.6924
875.3259	479.32145
875.6131	475.69747
875.9003	471.62672
876.1875	467.70172
876.4747	461.46185
876.7619	460.53173
877.0491	457.28959
877.3363	467.35134
877.6234	460.20335
877.9106	461.17611
878.1978	463.75197
878.485	470.52223
878.7722	463.71036
879.0594	467.43608
879.3466	456.6842
879.6338	476.20908
879.921	469.77549
880.2082	476.23575
880.4954	474.17746
880.7825	480.27757
881.0697	482.23221
881.3569	473.52949
881.6441	479.00383
881.9313	484.28152
882.2185	490.45126
882.5057	494.6189
882.7929	496.2548
883.0801	497.88009
883.3673	498.53285
883.6545	507.54427
883.9417	515.37549
884.2288	514.79899
884.516	518.14571
884.8032	523.43425
885.0904	531.00311
885.3776	539.99622
885.6648	545.57902
885.952	554.23128
886.2392	562.40091
886.5264	560.09584
886.8136	561.97051
887.1008	565.82184
887.3879	578.50128
887.6751	581.2429
887.9623	594.30152
888.2495	587.99163
888.5367	601.33759
888.8239	608.01261
889.1111	612.5968
889.3983	620.65132
889.6855	630.36794
889.9727	633.36735
890.2599	634.83164
890.5471	638.49075
890.8342	647.93233
891.1214	655.11581
891.4086	664.12817
891.6958	664.13974
891.983	665.28123
892.2702	676.94937
892.5574	671.96451
892.8446	679.76193
893.1318	685.37135
893.419	693.60056
893.7062	696.11556
893.9933	696.09083
894.2805	699.15321
894.5677	704.60247
894.8549	710.27057
895.1421	714.7078
895.4293	719.35671
895.7165	718.36731
896.0037	718.79544
896.2909	717.23685
896.5781	723.94357
896.8653	732.40319
897.1524	733.15811
897.4396	737.16677
897.7268	736.72272
898.014	744.15491
898.3012	743.39833
898.5884	750.4712
898.8756	755.33986
899.1628	769.14159
899.45	765.01347
899.7372	778.97715
900.0244	776.38135
900.3116	774.47805
900.5987	785.59811
900.8859	787.0244
901.1731	787.59923
901.4603	800.21349
901.7475	797.69353
902.0347	796.81321
902.3219	807.90871
902.6091	811.72649
902.8963	812.03801
903.1835	811.74944
903.4707	811.08086
903.7578	827.88123
904.045	832.2831
904.3322	832.80158
904.6194	838.06234
904.9066	842.86888
905.1938	844.96492
905.481	848.62661
905.7682	850.09329
906.0554	859.54983
906.3426	859.38563
906.6298	854.39407
906.917	861.53125
907.2041	865.17833
907.4913	866.86737
907.7785	869.54274
908.0657	877.7607
908.3529	880.25089
908.6401	887.96827
908.9273	885.40469
909.2145	886.87564
909.5017	885.3486
909.7889	892.22975
910.0761	890.89055
910.3632	902.8061
910.6504	905.3549
910.9376	896.33608
911.2248	894.3795
911.512	898.75377
911.7992	894.52988
912.0864	900.47149
912.3736	902.74896
912.6608	912.98646
912.948	913.89571
913.2352	917.40879
913.5224	920.65407
913.8095	917.56273
914.0967	912.73519
914.3839	913.3213
914.6711	918.68231
914.9583	913.90197
915.2455	919.0734
915.5327	919.05697
915.8199	925.98218
916.1071	920.07672
916.3943	928.59815
916.6815	926.10772
916.9686	924.44423
917.2558	923.92628
917.543	917.36833
917.8302	918.01572
918.1174	917.96418
918.4046	931.96738
918.6918	928.93142
918.979	925.59162
919.2662	924.35952
919.5534	927.62717
919.8406	924.55716
920.1277	926.71193
920.4149	926.85678
920.7021	929.37581
920.9893	928.57356
921.2765	923.93489
921.5637	921.99325
921.8509	918.2373
922.1381	917.15687
922.4253	916.74359
922.7125	919.9526
922.9997	910.53864
923.2869	915.31171
923.574	925.78525
923.8612	913.1926
924.1484	904.7631
924.4356	911.84367
924.7228	900.22002
925.01	902.64138
925.2972	903.1521
925.5844	900.97576
925.8716	897.94459
926.1588	897.64131
926.446	891.74354
926.7331	890.5178
927.0203	890.92107
927.3075	886.03693
927.5947	889.98815
927.8819	884.40151
928.1691	893.94198
928.4563	878.81752
928.7435	877.49329
929.0307	874.42784
929.3179	871.15909
929.6051	870.4398
929.8923	865.4572
930.1794	861.57438
930.4666	858.78776
930.7538	852.61874
931.041	850.48139
931.3282	849.62202
931.6154	842.33112
931.9026	842.95686
932.1898	837.18864
932.477	837.04703
932.7642	829.26918
933.0514	827.89567
933.3385	821.17354
933.6257	814.54995
933.9129	811.51329
934.2001	818.00314
934.4873	804.66302
934.7745	806.09438
935.0617	798.00592
935.3489	798.25367
935.6361	799.07844
935.9233	801.54734
936.2105	791.12577
936.4976	787.56273
936.7848	783.30185
937.072	780.08754
937.3592	776.79702
937.6464	769.9733
937.9336	761.36664
938.2208	764.29802
938.508	760.46257
938.7952	754.47874
939.0824	751.38291
939.3696	745.96912
939.6568	748.58408
939.9439	743.86143
940.2311	738.25811
940.5183	727.78478
940.8055	723.94234
941.0927	718.93871
941.3799	718.94603
941.6671	719.77591
941.9543	714.67649
942.2415	693.24507
942.5287	702.40029
942.8159	702.50682
943.103	687.57982
943.3902	681.04244
943.6774	683.76621
943.9646	676.30539
944.2518	675.10421
944.539	662.05766
944.8262	653.65554
945.1134	652.52066
945.4006	648.54067
945.6878	643.02681
945.975	640.3352
946.2622	634.00913
946.5493	631.52339
946.8365	625.05867
947.1237	626.53954
947.4109	619.69136
947.6981	618.91582
947.9853	616.03138
948.2725	600.91842
948.5597	606.30072
948.8469	591.63846
949.1341	584.67821
949.4213	578.77642
949.7084	582.59998
949.9956	568.83249
950.2828	565.5922
950.57	570.26056
950.8572	562.34207
951.1444	547.66167
951.4316	546.73575
951.7188	535.00419
952.006	540.17791
952.2932	535.42784
952.5804	534.34534
952.8676	533.09407
953.1547	525.62743
953.4419	514.80967
953.7291	514.50269
954.0163	510.25601
954.3035	500.51401
954.5907	502.65287
954.8779	499.73132
955.1651	491.61308
955.4523	487.30468
955.7395	477.69589
956.0267	471.13669
956.3138	470.9702
